2730,8190
2737,9990
2747,4311
2756,2871
2762,5625
2771,7551
2772,9801
2776,126
2781,9009
2800,702
2802,2079
2815,2556
2841,5706
2845,7173
2847,3762
2879,513
2890,9657
2893,5238
2907,8712
2908,6381
2923,8955
2926,1251
2931,3672
2941,1080
2949,4617
2970,4140
2972,5445
2973,5913
2980,8370
2989,5499
2992,3429
2994,8874
2995,7866
2996,1953
3000,9414
3003,1323
3013,8082
3016,7632
3022,2286
3030,8136
3035,1017
3043,3699
3044,3276
3062,3294
3071,8334
3080,3861
3092,1710
3124,3573
3149,8424
3152,3789
3156,6606
3165,6489
3172,7110
3184,5994
3186,7992
3192,144
3198,5076
3200,342
3206,4131
3212,2718
3214,4104
3219,216
3221,3753
3224,3141
3241,1530
3249,6462
3256,3285
3267,630
3278,1350
3295,5310
3297,6570
3310,1674
3312,8775
3319,4950
3322,5247
3329,729
3339,7182
3345,2844
3357,5787
3368,8280
3370,6219
3383,5535
3385,4653
3407,9
3409,8892
3412,5544
3428,3006
3431,1818
3432,7371
3439,9378
3453,5040
3472,8145
3479,9261
3501,4896
3502,828
3509,4905
3544,3870
3547,5166
3560,9252
3564,6975
3574,5364
3590,8010
3596,72
3605,1611
3610,3582
3635,8883
3643,9027
3645,5274
3673,6732
3698,1332
3710,6669
3711,5967
3716,3627
3718,5175
3729,8496
3732,4824
3741,756
3744,3960
3746,7695
3749,855
3752,5130
3755,7263
3767,5337
3770,6525
3777,7200
3779,1440
3781,9963
3790,468
3791,2574
3839,648
3851,2916
3852,4932
3853,558
3877,180
3920,4005
3923,4959
3933,891
3934,6858
3947,5553
3949,5733
3951,5670
3953,8901
3974,8541
3978,9900
3979,9333
3989,2295
4001,936
4017,1512
4020,6354
4024,2520
4025,5067
4033,2331
4047,4563
4048,3798
4057,2601
4068,8757
4073,4248
4077,2358
4085,4878
4092,6903
4101,711
4117,8415
4126,8181
4130,3330
4140,396
4148,7416
4158,4752
4162,8802
4170,4518
4171,8253
4193,9081
4194,207
4197,3636
4199,1944
4204,3501
4205,6390
4218,5184
4224,2124
4235,6822
4243,5841
4258,324
4278,4122
4282,8172
4289,7380
4295,837
4298,6696
4323,9612
4324,1098
4326,5949
4331,4527
4345,18
4346,1926
4353,5760
4354,8055
4358,1989
4367,7299
4379,9945
4380,7947
4382,1494
4383,1188
4389,315
4399,5283
4401,4734
4432,7029
4439,3681
4447,6723
4464,4455
4474,2034
4486,7803
4504,4014
4528,6966
4531,7605
4560,9513
4569,9621
4572,621
4618,7722
4621,9495
4633,4185
4644,6183
4650,2403
4658,5454
4659,2934
4670,3978
4671,8217
4676,5985
4680,5724
4714,1800
4726,1179
4753,6984
4757,2763
4768,9774
4790,7515
4791,2835
4792,8514
4814,5859
4831,9882
4835,5490
4854,5877
4855,8100
4870,2628
4871,4302
4876,5373
4879,9171
4893,6993
4901,8748
4911,6444
4920,1728
4931,2367
4932,6264
4940,9864
4942,6318
4946,2448
4952,4464
4954,8109
4971,2241
4975,5058
4978,252
4979,9180
4992,3159
4998,2493
4999,1584
5001,927
5012,6777
5024,4338
5025,7848
5027,3816
5030,792
5031,4536
5044,9189
5046,6156
5051,1422
5079,6507
5083,2700
5088,6201
5104,234
5124,3726
5150,4941
5170,3942
5179,5958
5190,9783
5192,1395
5198,387
5207,9486
5221,4716
5223,990
5224,2106
5226,8784
5249,4833
5250,2619
5264,7353
5267,1845
5270,3366
5276,4509
5283,7479
5310,6867
5313,4221
5327,4644
5332,8928
5337,4590
5339,1566
5343,5562
5344,9000
5347,7893
5350,6786
5354,1197
5356,3996
5358,8298
5371,3024
5378,6300
5380,2043
5382,9873
5383,8505
5406,3843
5410,8739
5417,6291
5418,477
5422,7074
5425,9630
5446,3906
5450,8973
5462,2070
5463,3060
5470,9072
5494,3933
5500,6309
5501,5508
5544,2349
5556,7209
5558,3951
5567,6372
5569,1737
5575,8820
5577,9585
5579,198
5584,6345
5597,7731
5607,2376
5614,7623
5616,9702
5624,351
5628,9099
5633,2610
5639,4383
5654,8613
5660,8163
5669,7065
5672,1044
5680,261
5713,1026
5737,9927
5743,3150
5746,3654
5751,5823
5758,6471
5764,765
5794,8325
5809,5589
5834,6831
5844,2961
5846,3564
5867,5112
5886,6246
5897,639
5898,1161
5905,945
5906,5715
5908,2232
5930,9306
5941,54
5960,1269
5965,4023
5988,90
6008,6075
6035,1521
6042,1683
6047,8127
6051,3177
6055,8235
6056,6552
6058,7587
6079,6408
6095,1548
6110,8766
6111,9279
6125,5688
6132,4671
6138,8604
6142,6399
6146,9162
6201,6948
6202,7758
6206,1836
6207,3474
6212,657
6246,3663
6251,9540
6254,4860
6290,2439
6309,2223
6316,9018
6364,6012
6395,2115
6397,3465
6402,3249
6416,1719
6420,5661
6421,4797
6422,3852
6430,1377
6440,4500
6447,603
6450,2160
6459,4347
6475,7191
6520,7002
6537,2907
6560,5328
6594,576
6600,8649
6602,3717
6605,8703
6613,5121
6615,9432
6645,9549
6651,3321
6654,7911
6665,3339
6667,2979
6675,3438
6677,1809
6680,1539
6692,1701
6702,8118
6708,4698
6722,3591
6725,9234
6727,9459
6731,4113
6744,9576
6746,378
6749,2502
6767,3888
6769,4680
6775,9135
6799,1917
6814,4041
6822,5409
6825,7470
6837,6615
6839,8631
6851,1746
6853,8028
6859,2898
6877,5346
6883,8001
6889,2385
6893,5904
6897,2097
6905,2214
6912,8964
6924,2304
6929,6921
6933,4977
6961,4635
6975,1413
6997,8982
7009,6678
7015,4968
7027,6273
7043,9126
7044,9936
7074,8847
7082,9666
7083,1935
7088,405
7101,2772
7115,5004
7116,7146
7123,6021
7132,2736
7133,6714
7138,7776
7157,5634
7170,8793
7171,2682
7175,3924
7187,8910
7190,5427
7227,4842
7233,4320
7239,7137
7242,6102
7246,1458
7256,8379
7258,432
7265,7398
7267,5526
7271,7011
7274,846
7279,4266
7287,63
7289,9567
7297,6840
7308,1062
7326,5463
7348,2511
7354,1629
7357,4329
7362,5643
7364,585
7365,8388
7395,414
7396,7155
7419,5751
7424,9828
7431,1854
7447,7596
7453,5778
7464,1899
7470,6759
7472,4779
7475,2880
7487,7119
7489,7857
7492,6336
7496,675
7498,4284
7501,7740
7507,7884
7516,9981
7520,8271
7532,6093
7535,441
7550,9999
7566,7704
7587,1557
7595,450
7603,2205
7609,2952
7617,8856
7621,7506
7628,2799
7650,3519
7651,8685
7658,5022
7663,1485
7671,2457
7677,2547
7679,7254
7683,27
7689,4050
7699,4149
7700,2538
7730,8442
7732,1467
7737,81
7744,1107
7748,9954
7760,9108
7766,8865
7777,6210
7782,360
7785,9270
7797,3213
7798,3186
7809,5796
7815,4599
7827,3168
7841,108
7876,4086
7895,6453
7900,8640
7902,9198
7906,4581
7907,6426
7938,5697
7945,5886
7966,4194
7967,5976
7980,1404
7992,3744
7994,9315
7995,5814
7997,7101
7999,1341
8003,225
8008,3411
8010,4077
8015,1305
8017,5220
8029,6417
8038,6624
8070,3258
8084,1278
8086,5139
8098,7983
8106,738
8112,1908
8113,1134
8134,4545
8142,9036
8154,7956
8172,549
8198,4059
8199,1980
8212,8361
8226,8307
8229,3915
8234,2664
8260,4410
8261,5481
8266,981
8298,7578
8300,9594
8304,2637
8306,6165
8327,5580
8331,3987
8350,1215
8380,2169
8387,9855
8388,2133
8389,2754
8410,6750
8417,9396
8435,4626
8436,4986
8439,7092
8442,3267
8447,1152
8466,8559
8470,279
8483,6138
8493,9360
8496,9720
8500,3051
8510,5355
8517,4365
8518,5319
8520,3312
8526,7326
8532,963
8536,3897
8552,5157
8558,8208
8568,2817
8579,4770
8587,8244
8601,4689
8612,3690
8633,6435
8652,3105
8653,5085
8655,1890
8661,612
8664,7425
8683,3096
8704,2565
8724,1233
8732,819
8736,9423
8771,6129
8781,6687
8804,9522
8808,9477
8812,5832
8829,1773
8838,594
8846,5049
8847,6057
8848,5211
8856,567
8857,6120
8862,6003
8872,4743
8873,3483
8876,2655
8877,5148
8909,3357
8917,2430
8920,3780
8924,9738
8934,7218
8951,918
8962,9045
8989,2583
8997,6579
9012,4482
9017,4158
9028,2151
9037,1827
9048,7965
9064,7020
9079,4887
9083,6939
9087,8487
9095,1449
9114,9153
9122,882
9129,1071
9135,4914
9143,783
9145,7227
9155,8946
9158,1656
9159,873
9161,7902
9163,6111
9167,6066
9169,2322
9189,1296
9192,5256
9222,9504
9228,9387
9231,2025
9235,9225
9249,8595
9252,4725
9257,3393
9277,5616
9285,9468
9288,6147
9300,7245
9301,3528
9307,7686
9327,7317
9346,2142
9347,504
9348,9297
9349,135
9351,8469
9357,1242
9373,7443
9381,2061
9382,7056
9383,4707
9387,6912
9388,1386
9401,486
9424,5301
9428,3807
9434,7830
9435,162
9437,2187
9452,270
9454,6894
9460,9441
9490,2250
9495,9144
9498,4392
9499,2691
9504,3447
9514,3195
9521,5598
9529,1863
9542,3492
9553,6768
9568,7794
9569,9117
9576,540
9591,3825
9599,4167
9607,6498
9611,2727
9614,4176
9615,6795
9617,243
9632,3969
9639,4419
9645,954
9648,1053
9649,8289
9676,7488
9677,1692
9683,9054
9684,7569
9707,369
9718,693
9719,8568
9734,5940
9735,2421
9742,1602
9765,7749
9780,6543
9781,8451
9785,7920
9789,8694
9792,2007
9795,6480
9805,7821
9816,6363
9831,7407
9837,6192
9838,5193
9865,3609
9866,4230
9868,1764
9872,4095
9875,288
9877,909
9882,6957
9884,8730
9896,3420
9899,3510
9905,5769
9915,423
9918,1035
9926,3123
9927,8721
9936,6804
9938,5418
9945,7362
9948,6741
9949,9648
9954,1971
9972,7452
9973,459
9976,7128
9977,6849
9986,4203
